question_id,question_content,question_tags
864000,is arterial doppler ultrasound only way of identifying ischemia in hand  if not what r other ways have pain in fingers wrist elbow and shoulder,ischemia  angiogram  magnetic resonance imaging  computed tomography  mri  sonogram  surgery  doppler ultrasound  artery
864126,i had i guess what they call a partial hysterectomy  no uterus or cervix i still have my ovaries is it possible to get pregnant,ectopic pregnancy  hysterectomy  partial hysterectomy  pregnancy  female health
864172,i have had a low grade fever 995 and im on antibiotics and taking tylenol  and morton why isnt my fever going down,fever  tylenol  low grade fever  antibiotic  acetaminophen
864433,1 small bump canker on roofthroat little soredull ache n testicle2pink flat circles on buttno fever rashslight burn to peethick semenhiv or no,fever  skin rash  rash  human immunodeficiency virus  micturition  semen  male health  urination  hiv  urine
864577,had mri and ct of my head normal should doc order mra mrv  whats the differences and would one show more than other,artery  mri  magnetic resonance imaging  computed tomography
864844,my mid foot is killing me also i have ankle joint pain when laying down my foot and ankle goes numb sometimes its like a dull pain,joint pain  multi infarct dementia  numbness  ankle pain
864868,can i have neuropathy even though the skin biopsies done on thigh ankle calf were negative for peripheral neuropathy bc my feet still tingle feelhot,nerve damage  neuropathy  paresthesia  peripheral neuropathy  csf  internal medicine  fiber  magnetic resonance imaging  cerebrospinal fluid  central nervous system
864894,i had protected sex twice 2 days after ovulation  from what my eye could see no visual rips or tears preg cramps   sore breast period on 16 or 18,breast pain  ovulation  condoms  male health  sex  pregnancy  female health  semen
866240,gonorrhea and chlamydia came back  i am now wondering if the antibiotic treatments have failed or if i have something else,std  sexually transmitted infections  gonorrhea  antibiotic
866474,is it unusual to have chlamydia with a yeast infection,yeast infection  yeast  candida
867593,bilirubin 17 alt 114 ast 54 alp 108 i am on pravastatin could this cause this could it indicate liver cancer,liver cancer  cancer  statins  sgot  sgpt  bilirubin  ast
867621,i havetoxoplasmosis  in the eye is it possible for it to go in the brain  its on the left eye and only the left side of my head feel like its swollen,human immunodeficiency virus  hiv  eye health
868109,my mom having numbness and pain in her left pinky fingeriy become cold and blueish she have to elevate her hand to not to pool blood in her finger,numbness  circulation
868294,can a yeast infection or a uti make your vagina feel irritated or burn during and after sex,yeast infection  sex  yeast  female health  candida  burns
868492,when on a method like depoprovera or nexplanon and you have constant spotting  does a low dose hormone have to be taken for the duration or just for a bit,nexplanon  implanon  hormone
868566,can i take zyrtec and claritin together or can i take zyrtec and benadryl to boost the zyrtec  will taking mucinex dm along with zyrtec help,cough  hypersensitivity  allergies  flonase  nasonex  antihistamine  fluticasone  zyrtec  mucinex  diphenhydramine
868913,i have itchy little bumps on my feet and ankle only at night,itchy rash  hives  bed bugs  culicidae  sleep  mosquito bite  welts
869676,what can you take for gas bloating upset stomach that doesnt have a lot of sodium like an antacid alka seltzer etc for those w  kidney disease,abdominal bloating  kidney diseases  stomach discomfort  tums  upset stomach  famotidine  omeprazole  sodium  pepcid  antacid
869740,numbness tingly feeling under my chin every so often followed by hot blocked ears  nausea and troubble breathing  palpitiations and dizzy light headed,dizziness  nausea  palpitation  numbness  multiple sclerosis  mri  magnetic resonance imaging  cardiology  neurology  pregnancy
870245,am having stomach pain  my breast is getting bigger  and am always feeling weak but am not pregnant according to my blood test result 1  20miu ml,menses  abdominal bloating  stomach pain  stomach discomfort  premenstrual syndrome  hormone  menstrual period  female health  menstruation  obstetrics
870306,ive seen the results and my boyfriend dosent have chlamydia but im positive hes the only one i have bv and uti should i go get re checked,bacterial infection of the vagina
870340,headache in front back left side of head  eartiny jabs of pain 12 light headed when standing scared i have a brain tumor no fam history help,headache  dizziness  neoplasms  cancer  brain tumor  neurology
870414,lower right abdomen pain very dull  tenderness  bloating  high nausea  fever  pain@mcburneyspoint:positive  increased urinationurge2urinate  appendicitis,abdominal bloating  nausea  abdominal pain  fever  increased urination  appendicitis  micturition  urination
870477,cant digest food instant bloating  gas w foul  odor  loose or soft stool not one particular food causes it prone to yeast infec why how to help,abdominal bloating  nutrition  yeast  feces  candida  endoscopy
870822,sometimes i have left eye blurriness with without headaches doc scheduled appt with neurologist on the 5th is this tumor related migraines,headache  migraine headaches  neoplasms  migraine  cancer  neurology
870915,i have a raised bump on my thigh that looks like a blood spot its sore if scratched and bleed bad when cut by accident  this appeared quick on skin,wounds  pyogenic granuloma  bleeding easily  incision
871604,my cousin found a large lump in her breast that is painful especially when showering shes 41yrs can it be cancer or a cyst,cancer
871808,4 mnth of weakness  arms tingling  neck numness and nausea all test ok can someone look at my head neck spine mri http:  hladilocom nikolina,asthenia  nausea  numbness  tingling  mri of spine  magnetic resonance imaging  mri  arms tingling
871922,for a few months ive noticed an itchy hard lump on the pubic area that turns into a blister  pops and turns into the lump againwhat is it im a girl,ingrown hair  convulsion  antibiotic
87205,i hit my head very hard last night  got 5 stitches now im very tired and feeling dizzy confused having trouble concentrating should i go back,dizziness  difficulty concentrating  injury to head or face  mental confusion  concussion
872140,could vitd3 defficiency cause legs to shiver inability to walk or standvit d was 6my left knee couldnt bend area above knee hurt so muchshake,knee pain  shakes  vitamin deficiency  trembling  pernicious anemia  anemia  low blood count  malabsorption  vitamin d  vitamin b 12
872406,what causes tingling in face and mouth as well as arms but doesnt cause numbness also dry mouth im not anxious and no numbness at all,dry mouth  snoring  nervousness  sleep apnea  numbness  tingling  hypertension medication  blood pressure  magnetic resonance imaging  mri
873054,i have really bad pains in both legs   from the knee down to ankle after laying down this is when it comes on help,muscle strain  legs cramping  vitamin deficiency  dehydration  blood clot
873991,burning hot from the breast up  freazing cold from belly button down is this a normal fever,fever  freezing
87474,30 years old  have had 102 fever for 3 days with headaches  dizziness  soreness  mild sore throat got 2nd part of hepb vaccine 6 hrs b4 i got sick,dizziness  fever  strep throat  headache  sore throat  throat pain  streptococcal infection  hepatitis b  vaccinations  vertigo
874980,what are common vitamin mineral deficiencies that cause lethargy sleepy  dizzy  fatigue,fatigue  dizziness  drowsiness  lethargy  listlessness  anemia  apathy  vitamin deficiency  minerals
875608,is it true that following your last shot of depoprovera birth control you need to wait 4 months to get pregnant,pregnancy  contraception  birth control
876336,ana positive  1:320 centromere pattern  some joint pain  some swelling  fatigue  could i have lupus or scleroderma,fatigue  joint pain  lethargy  systemic lupus erythematosus  dermatosclerosis  scleroderma  ana
877149,dvt diagnosed from thighs to knees multiple clotsprotein deficiency improvd on medication is it life threatening can he procreate n lead nrml lyf,pulmonary embolism  blood clot in leg  poor nutrition  blood clot in lung  deep venous thrombosis  children  embolus  protein
87723,i have been treated for inner ear inflammation with prednisone my hearing improved and the vertigo seemed to be improving but has returned nausea,middle ear infection  dizziness  ear infection  nausea  inflammation  mastoiditis  inner ear  liquid pred  vertigo  prednisone
87726,daughter has had headache  ear infection and very heavy nose bleed,nose bleeds  headache  ear infection  nosebleeds  otitis media  respiratory system
877542,seizuresabout 5 for the last 6 mo  rapid heart rate  chest pain directly between breasts  dizziness daily  dehydration  and head aches any ideas,headache  chest pain  dizziness  overactive thyroid  dehydration  hyperthyroidism  seizure disorder  chest pressure  chest tightness  seizure
878125,my period came 25 weeks latenow ive been bleeding thin bright red blood with clots for 6 days straight now  no crampswhat can this bei have an appt,ovulation  pregnancy test  pregnancy  female health  menstrual period  menstrual cycle
878668,can a herniated disk in the low back area cause numbness and tingling in the arms and hands mri of neck was neg  no abnormalities shown,herniated disk  tingling  bulging disk  numbness  mri of neck  mri  magnetic resonance imaging  numbness and tingling  nerve
878679,normal stress test and xray in er  10  000 pvc count on holter and symptomatic standing bp 90 60  115+ rate  rest bp 90 51  72 rate go back to er,stress  premature ventricular contraction  heart rate  stress test  holter monitor  blood pressure
878754,cardiologist says heart is fine because of ekg holter echo thyroid adrenal good constant tachycardia pacs palps though ef 50% possible error,stress  feeling anxious  palpitation  rapid heart beat  anxiety  caffeine  diet  exercise  holter monitor  electrocardiogram
878954,fell on elbow  diagnosis w bursitus after xray no swelling improvement after 3 days w ice motrin some hand numbness and limited fx normal,hand numbness  numbness  motrin  cortisone  ibuprofen  nsaids  bursitis
879434,what works against swelling from a bee sting,frostbite  bee sting  treating bee stings
880444,help  how much benadryl should i take for poison ivy,toxicodendron dermatitis  cortisone  cortizone  sleep  sleep better  poison ivy  diphenhydramine  benadryl
881177,period 8 dys late   took home pregnancy test it was neg on day 9 my period came on for only 3d not normal but still cramping and sore breast,breast pain  menstrual period  pregnancy test  pregnancy  birth control  menstrual cycle  home pregnancy test  female health  contraception
881449,1 depoprovera shotfeb2013 and stopped after that no period since but pink spotting most days + mega emotional preg test neg when will i be normal again,menstruation  irregular bleeding  female health  depo provera
881684,i have a severe sore throat with no swelling or redness  very low fever  stuffy nose  headache pressure and just feel bad  what could it be,fever  headache  throat pain  stuffed nose  respiratory tract infections  sore throat  strep throat  streptococcal infection  respiratory system  common cold
882060,im 22 weeks pregnant and i have pain in the lower part of my belly button by the pubic hair my bone feels swore is this normal,obstetrics  female health  cartilage  pregnancy
882088,shortness of breathct lung  cta  chestxray blood  enzyme chckall norm gi doc put me on protonix  librax due 2 bloat gasathletic winded easy stress,stress  breathlessness  gastroenterology  librax  protonix  cta  computed tomography  clinidium and chlordiazepoxide  stress test
882605,i am taking singulair for my asthma everyday can i still put on my asthma machine,asthma  allergies  proventil  nebulizer  ventolin  albuterol  singulair  montelukast  workout
883474,had rectal bleeding for a few weeks 25 years ago no bleeding since dr said it was likely fissure that healed would colon cancer continue to bleed,rectal bleeding  cancer  colon cancer  colonic  colonoscopy
883812,is it possible to get pregnant after a tubal ligation and endometrial ablation ive been having nausea  sore breasts and fatigue a lot lately,nausea  fatigue  breast pain  lethargy  uterine ablation  female health  endometrial ablation  pregnancy  tubal ligation  ablation
884240,so im on cd31 still no period lack of period symptoms only thing i have is low back pain and sore breast any ideas if im pregnant,back pain  breast pain  pregnancy  sciatica  pain in the back  low back pain  female health  pregnancy test
884664,i have had radiating right breast pain for 3 days it starts mid sternum into breast and through to back it doesnt feel cardiac pain help,stomach ulcer  ulceration  gastric ulcer  peptic ulcer  multi infarct dementia  breast pain  duodenal ulcer  tums  antacid
887409,what are other reasons for a swollen lymph node in neck near jugular vein other than lymphoma  24 y o male not sick  no fever prolactinoma history,inflammation of the gums  gum disease  strep throat  fever  abscess  tooth abscess  streptococcal infection  dental abscess  lymphoma  pituitary adenoma
887799,ive had a very painful headache for 2 days located behind my left eye and temple other symptoms are nausea and some dizziness what should i do,dizziness  headache  nausea  magnetic resonance imaging  vertigo  mri  mri of brain  neurology
888031,my granddaughters take melatonin 3mg or benadryl 50mg for sleep each night  is this safe they are 10 and 12 years old,sleep  melatonin  diphenhydramine  benadryl
888729,i have a fever between 988995 from last 15 daysinitially i also had cough and wheezing which ends in23daysmy test for igg and igm for typhis  +,cough  fever  wheezing  typhoid fever  immunoglobulin m
888756,i have a red patch that started behind my leg on upper part of calf  now it has moved to my lower back  it is now raised and itchy  what could it b,bacterial infections  ringworm  skin rash  rash  psoriasis  seborrhea  tinea  seborrheic dermatitis  bacteria  plaque
888849,my throat has been sore for days and my tonsils touch when i swallow i also have a headache and a slight fever,fever  headache  tonsillitis  streptococcal infection  tactile  bacteria
888866,i have had abdominal cramping  vomiting  diarrhoea for the past 4 days and eating and drinking seems to make it worse i was in a foreign country also,diarrhea  vomiting  loose stools  escherichia coli  rehydration  bacteria  pepto bismol  hydration  feeding  emesis
889012,diagnosed with chronic total radial artery occlusion  how is this different from acute occlusion  how do i check if fingers r pink and have good ref,fatigue  lethargy  pale skin  circulation  artery
889045,i have every symptom of ovarian cancer 10 day periods  pain w  sex   weight loss  bloating  anemia  bad sharp cramps  sore boobs  but im only 25,abdominal bloating  low blood count  anemia  cancer  ovarian cancer  losing weight  lose weight  female health  sex
889075,im from uk and got bitten last nite by a mosquito i think  today my arm has swollen up really bad and im now getting pin and needles in hand,arm swelling  nerve  culicidae
889253,my pms symptom of tender breasts stopped when i got my period this month even tho it was lighter than normal does this mean i am not pregnant,menses  premenstrual syndrome  breast tenderness  birth control  running  contraception  pregnancy test  sex  pregnancy  menstrual period
889351,on may 13 i was told that according to a blood test my hcg levels were 48294 how many weeks was i pregnant then and when did i conceive,sonogram  pregnancy
889457,diverticulitis @22  now 28  constant pain beneath ribs  change in stool caliber  blood  vomiting  constipation  feels like a giant gas bubble uc,constipation  vomiting  diverticulitis  ulcerative colitis  inflammatory bowel disease  ucrohns disease  fecal retention  feces  emesis  gastroenterology
889654,left arm occasional leg heaviness and aching left facial numbness and daily jaw painwhats wrong with me,heart attack  jaw pain  numbness  myocardial infarction  cardiac arrest  facial numbness  infarction  facials  infarct
889796,my daughter has an ant  bite on her thunb it happened yesterday now the hand is swollen it was red yesterday but now not red wot shld i do,hand swelling  benadryl  ant bite
890050,consant feelin of chokeing swollen throat when i eat barely eating see doc in week anything i can do to maybe help my throat tongue not feel swollen,choking  throat swelling  feeding  urgent care
890497,used liquid nitrogen to freeze wart  is this normal,warts  verruca
891920,can an ekg  chest xray  and blood tests tell the doctor whether or not you have a weak heart,echocardiogram  cardiac echo  roentgen rays  electrocardiogram
892485,increased palpitations and heart flutters general chest discomfort no heart disease + normal echo medication or un noticed subconscious anxiety,feeling anxious  heart diseases  insulin resistance syndrome  palpitation  panic attacks  humulin  insulin  novolin  sugar  echo
892823,herniated discs l4 l5  l5 s1  bilateral sacroillitis x5 years  chronic back pain and worsening leg weakness sick of pt  now what,asthenia  back pain  numbness  chronic back pain  leg weakness  pain in the back  exercise  swimming
893852,ive had 2 echos  various ekgs  holster and seen 2 cardiologists both saying i have a normal heart what other test can i do to check for dang pvcs,echo  cardiology
89393,my scalp is itchy  dry  and  covered in pimples  ive experienced more hair loss since winter began how can i treat my scalp,acne  dermatitis  dry skin  pimples  baldness  hair loss  antibiotic  diet  low fat diet
894058,my right hand has been numb for 5 hours from my ring finger to my thumb my pinky is not though what might this be was like this when i got up today,numbness  carpal tunnel syndrome  nerve
894070,the past 2 months i have had increasing pain back of neck to the rest of my body muscles and bones hurt and increasing in intensity ibuprofen or tylenol not helping at all what can cause this,running  tylenol  rufen  pain medicine  nuprin  motrin  ibuprofen  advil  acetaminophen
894210,my depoprovera was due on the 1st i missed the shot i had unprotected sex  i took the shot today on the 5th is there anyway chance i could of been pregnant,pregnancy test  female health  sex  pregnancy
894271,swollen lymph nodes but no infection doc says  on amtrymitline for headaches  but what is hard lump behind jaw under ear if i have no infection,headache  enlarged lymph nodes  swollen glands  ent and head and neck surgery
894545,last time son had a ct and i was told he has an appendix stone  ct report says calcific debris  dr said it was nothing to worry about is that true,inflammation  appendicitis  computed tomography
894717,my patient has blood pressure 60 45 for the last 2 days pulse 68 res 16 and very fatigue he is 91 year old man chest  urine clear temp normal,fatigue  shock  hypotension  low blood pressure  lethargy  baby low blood pressure  blood pressure  urine
895063,im 7 weeks pregnant and my hsv igg 1 and 2 tests were pos 601 and 589 resp but igm tests were negative  i m really worried for my baby please guid,herpes  genital herpes  herpes virus  virus  labor  pregnancy  immunoglobulin m  hsv
895084,how long should a pms last i feel cramps on my lower back  some headaches and breast soreness 2 weeks before my period due is that normal cycle 32d,headache  breast pain  endometriosis  premenstrual syndrome  gynecologist  menstrual period  menstrual cycle  gynecology  female health  obstetrics and gynecology
895165,breast tenderness  bloated feeling  nausea  slightly cramping   and lower abdominal feeling tender  been having unprotected sex   could i be pregnant,nausea  breast tenderness  birth control  contraception  female health  sex  pregnancy  home pregnancy test  pregnancy test
895833,once a week for the past 4 weeks i have been hit with severe nausea  stomach cramps  sulpher burps  vomiting and horrible diarrhea  symptoms last 46 hrs than go away for about 67 days any clues,diarrhea  loose stools  vomiting  stomach cramps  nausea  severe nausea  feeding  emesis  nutrition
895880,ive got pain in my right arm it starts at my neck and shoulder   down my arm into muscles  joints  and into my swollen hand stabs  aches 6mos now,hand swelling  orthopedic surgery  rheumatology
89599,i have a rash on my chest red and bumpy also itchy and spreading quick burn to itch no fever what could be going on,fever  rash  dermatitis  red skin  hives  skin rash  human immunodeficiency virus  burns  anti itch cream  antihistamine
896231,im playing guitar4 two yrs4months ago i dvlpd a cyst in left hand mid fingerpip swelled and it formeddoc gave me%25ketoprofenwhat2do still there,multi infarct dementia  ketoprofen  orudis  actron  oruvail
896374,getting worriednoticed small tender lump jul16  tenderness went away but now it spread  feels wide and flat  tender again  above left breast  cancer,breast cancer  breast carcinoma  cancer
896534,my son has been puking on and off for 3 days recently complaining of severe sore throat and has diarrhea but no fever do i need to get him checked,sore throat  fever  vomiting  loose stools  diarrhea  throat pain  dehydration  emesis  uchildrens health
897040,is it normal for someone that isnt allergic to wasp to swell really bad i got stung on the top of my eyelid  now my cheek and eye is swollen help,allergic reaction  allergies
897076,i developed an acute swelling below my right ear todayit is somewhat painful when i chew or swallow esp something tartcould this b parotid gland,
898834,how common are breast cyst and could a 20 year old get breast cancer,breast cancer  breast carcinoma  fibrocystic breast disease  cancer  next choice  sonogram
898837,after a lumpectomy for stage 1 breast cancer  will a doctor always assign that you get radiation treatment  or does it depend on the patient,breast cancer  breast carcinoma  cancer  lumpectomy  radioactive  endocrine system  irradiation  gamma rays  mastectomy  medical oncology
898853,im really worried about testicular cancer  my grandmum had breast cancer so i figured it may run in the family i have small hard ball attached about a centimeter away from my right testicle is it an epidemial cyst,breast cancer  breast carcinoma  cancer  testicular cancer  running  sonogram  testicular ultrasound  urology
900277,i just got done being sick from whatever illness i have a fever  body aches   a really bad sore throat some how an ear infection too why is this happening,bacterial infections  sore throat  fl  earache  influenza  ear infection  fever  throat pain  body aches  antibiotic
901498,rash in groin red  itchy  small red bumps  white color in middle both sides of groin no history of allergy about a week now what could it be,sleepiness  rash  skin rash  drowsiness  lethargy  hypersensitivity  small red bumps  red bumps  antihistamine  allergies
901769,what meds can cause skeletal muscle cramps am on betablocker  cymbalta  lyrica  nexium  celebrex  and vitamin supplements,vitamin deficiency  supplements  vitamins and supplements  esomeprazole  vitamin b12  duloxetine  nexium  muscle cramps  lyrica  cymbalta
902019,i had a urine culture done showed no infection nitrates are neg but leukocytes pos i have all the classic symptoms of a uti im on antibiotics but still feel pain urgency  freq  pain  etc,urinary urgency  urinary urgency  urine  urine culture  bacteria  antibiotic
902040,my period is mildly heavy but the past couple mnths theyve been spotty sometimes even light brown d c all urine  pregnant tests neg had uti took antibi,obstetrics and gynecology  gynecology  gynecologist  female health  urine  menstrual period  menstrual cycle
902160,i found a small bump under my eye on my upper cheek area its under the skin which is a bit red  and sore to the touch help me please,pimples  chalazion  tactile
902314,would lung cancer have to invade spine to cause pain in upper back present for 1yr mri of throastic ok my chest feels bubbly sm cough recently,cough  neoplasms  cancer  lung cancer  magnetic resonance imaging  mri  pleura
902672,i have itchy watery eyes  clear drainage in nose  draining itchy ears  cough  itchy sore throat  any ideas what this could be,cough  sore throat  throat pain  watery eyes  hypersensitivity  allergies  post nasal drip
903094,im 17 weeks pregnant i drink dunkin donuts coffee once a weekis that okay i know caffeine in large consumptions is bad,high blood pressure  blood pressure  hypertension  pregnancy  caffeine
903700,i have a pain in my left hand it runs from my ring finger  up my arm  to my elbow constantly but my upper arm intermittently,numbness  travel  neurology  nerve
903728,what causes numb finger tips all fingers no thumb same hand already had carpal tunnel release,numbness  finger numbness  neurology  magnetic resonance imaging  mri  carpal tunnel syndrome  carpal tunnel release
903975,i have chest pains lateral it feels like i am going to have a heart attack n get very dizzy and lightheaded as well i have lost weight without tryin,lightheadedness  chest pain  stress  dizziness  feeling anxious  heart attack  chest tightness  myocardial infarction  cardiac arrest  chest pressure
904614,hi ive been waking up with pain under my feet for a while and its getting worsealso pain in knees and elbows and have numb hands all the timehelp,knee pain  numbness  physical medicine and rehabilitation
905060,whenever i sit continous for a long time then i get numbness tingling in my arms legs and stifness tightness in head or faceplz please  tell what to do,stiffness  tingling  numbness
905578,is it safe to take 50mg of diphenhydramine at night to sleep when pregnant,sleep  pregnancy  diphenhydramine  benadryl
905888,i have neck pain from around 3years  elbow  shoulder  back pain wrist from 2yi took a check had negative ra factor  hla bnormal thyroid and cbc,back pain  neck pain  herniated disk  ra  rheumatoid arthritis  bulging disk  magnetic resonance imaging  pain in the back  hla b  complete blood count
906765,husband is having surgery tomorrow but has a migraine today he is not allowed to take ibuprofen or aspirin can he take maxalt tylenol isnt working,stress  headache  migraine headaches  migraine  nuprin  surgery  rufen  rizatriptan  pain medicine  tylenol
907245,one side of shoulder blade drops lower than other when hunch forward doc says muscle issues soreness how would sore muscle cause this,muscle tenderness  scoliosis  abnormal curvature of the spine  orthopedic surgery
907331,what wood cause chest pain dead center of chest feels more like muscle but not sure my heart feels racy and resting pulse is is mid 90s rite now,chest pain  chest tightness  multi infarct dementia  chest pressure  angina
907344,im 31 and i have cerebral palsy are there any vitamins or supplements i can take for twitching  muscle cramps in my feet and legs,cerebral palsy  palsy  vitamin deficiency  paralysis  botox  supplements  twitching  muscle cramps  xeomin
907747,i hurt my hand in gymnastics  and my hand hurts under my pinky finger  it hurts to move and touch  it is  a little swollen but it is not bruised,hand pain  hand fracture  tactile  gymnastics
90787,pain on top of left shoulder  left elbow  left forearm  wrist and ring finger and knuckle and slight pain in left upper chest what could this be,insomnia  stiffness  fatigue  depression  morning stiffness  fibromyalgia
908132,my last period was the 21st of july thru the 25th had a dull ache in my abdomen on my left side and brown spotting headaches  sore breasts prego,menses  headache  breast pain  menstrual period  menstrual  menstruation  home pregnancy test  female health  boxing  menstrual cycle
90842,i have a severe headache w dizziness  nauseous pain mostly on rs includes ear neck pain now my whole cheek is swollen what could it be,headache  sinusitis  nausea  malaise  neck pain  dizziness  migraine headaches  severe headache  vertigo
908455,i had 1mm of invasive dcis  and had lumpectomy  mastectomy and 13 nodes removed  tamoxifen high estrodial  then biooph  arimidex is it excessive,neoplasms  cancer  intraductal carcinoma  metastasis  tamoxifen  mastectomy  lumpectomy  medical oncology  estradiol  arimidex
908564,i got some relief from a lidocaine shot in my elbow for tennis elbow it helped other pain i had around my elbow will tennis elbow surgery help,tennis elbow  neuralgia  laser therapy  orthopedic surgery  nerve pain  nerve  methylprednisolone  medrol  nsaids  laser
908632,after birth to my second child the left side of my head has been tingling  dizziness  headache  pressure on the left side also  puffiness on left side,sinusitis  dizziness  headache  chronic sinusitis  tingling  vertigo  placenta  ent and head and neck surgery  pregnancy  children
909546,how do i remove my pubic hair without waxing,pubic hair
909604,help i am a sexually active 18 year old female and i recently got treated for chlamydia four month ago now having clear watery bad smelling discharge  help,std  sexually transmitted infections  foul smelling discharge
910232,does skin cancer always start from a mole,moles  melanoma  basal cell  skin cancer  cancer  malignant melanoma  dermatology  squamous cell
910312,how does hpv cause genital warts and cancer at the same time,warts  cancer  cervical cancer  hpv  genital warts  female health
912181,whats the expert opinion  could there ever be an hpv cure for genital warts,verruca  warts  cancer  cervical cancer  female health  hpv vaccine  immunization  vaccinations  hpv  genital warts
914026,red dot at the front of my penis glans about a cm under the urethra got tested for chlamydia  gonnerhoea  hiv and syphilis and all were negative ideas,human immunodeficiency virus  syphilis  urology  hpv  male health  premalignant  hiv
914134,if i have an std  like gonorrhea or chlamydia  and happen to be allergic to penicillin  what antibiotic can i take,std  sexually transmitted infections  gonorrhea  azithromycin  ceftriaxone  cephalosporin antibiotic  rocephin  penicillin  zithromax
914659,frequency and burning pee but no uti and no std what could it be,sexually transmitted infections  std  blood clot  neoplasms  cancer  sexual intercourse  urology  bladder infection  bladder  urine
91489,can you clarify what knee cap dislocation really is,dislocation  patellar dislocation  flexion
915765,i recently had a cbc test done and they found mcvlow  mchlow  rdwhigh  and they found presence of nrbcs but i dont know how many reason for going in: headaches what could it be,headache  leukemia  metastasis  hematocrit  platelets  bone marrow  white blood cell  complete blood count  cbc
915856,i had unprotected sex twice since my last period im seven days late its burns to pee  itches  yellow discharge  fishy smell  hip pain,std  sexually transmitted infections  hip pain  condoms  obstetrics and gynecology  home pregnancy test  female health  contraception  pregnancy  birth control
915988,dont have fever  swelling   redness  but gums sore  teeth tender  often dry pressure in facial bones headache  fatigue  start with  saw dds,fatigue  dry mouth  fever  headache  lethargy  hypersensitivity  facials  allergies
916801,inner labia itching for years very small bumps no found infection treated 4 yst infec 6 times occas spreads urine comes back contaminated help,std  bacterial infection of the vagina  candida  yeast  urine
916990,i have a really bad sore throat it hurts a lot to swallow and talk and i have no white patches on my throat and my nose is a bit congested what can ido,sore throat  throat pain  swollen tonsils  honey  chamomile tea  aloe lotion  sodium  using aloe
917947,male 22  i have muscle twitches all over my body at random times  neck  back  chest  arm  eyes  legs  hands  feet etc for 67 months  no weakness als,asthenia  muscle twitches  amyotrophic lateral sclerosis
918236,what can cause autonomic neuropathy when they cant find a cause  sounds stupid but i have had so many test with no cause to be found,nerve damage  neuropathy  heart block  beta blocker  metoprolol  neurology  autonomic nervous system
918385,i 27 years old n have a mass in the parotid gland n just been diagnose with lymphatic malformation n how could this be i never had systoms as a child,lymphangioma  lymphatic  children
918498,double tooth abscess treated with antib face neck swelling 3teeth need to be pulled no insurance jst health severe pain and slight swelln returned,abscess  tooth abscess  neck swelling  dental abscess  insurance
918513,my labia minora is been very itchy for three days now i have no smelly discharge i am 20 and sexually active with one partnercondoms all the time,vaginal itching  dermatology  female health  yeast  candida  antibiotic  severe itching  condoms
918607,what kind of joint vitamins should i use for my knees if they hurt from squatting,vitamin deficiency  squatting
918917,i have a kidney stone on my left side + 1 fixing to come out of the kidney + a ovarian cyst on left sidei hurt real badwhy is my stomach swollen bad,ovarian cyst  female health
919014,what is more effective on poison ivy  allegra or benadryl,drowsiness  toxicodendron dermatitis  poison ivy  steroids  fexofenadine  diphenhydramine  benadryl  allegra
919141,i took a urine pregnancy test every week for 3 wks negative 2 days ago i took a blood test hcg was 64 today my urine test showed positive,urine  pregnancy test  pregnancy  female health
919184,today i got my wisdom teeth out and it hurts very bad and i feel out of breath idk what it is should i drink singulair just in case its allergy,hives  breathlessness  hypersensitivity  difficulty breathing  allergic reaction  singulair  montelukast  wisdom teeth  allergies
919351,im pregnant  and i had a fever  chills  a headache  nausea  fatigue  and every muscle in my body ached what might be wrong,fatigue  fever  headache  nausea  malaise  fl  lethargy  motrin  pregnancy  advil
919813,i had sex and 3 all bit early periods after it the sperm came near vaginai had negative preg test  but my urine was diluted can i be pregnant,std  sexually transmitted infections  human immunodeficiency virus  urine  hiv  sperm  sex  pregnancy  male health  female health
919864,is white discharge discomfort and burning a sign of uti or bacterialv i have no stds dr only did a urine sample said its a uti i think its bacterialv,yeast infection  skin conditions  dermatitis  rash  skin diseases  std  bacterial infection of the vagina  trichomonas  vaginal discharge  yeast
919869,i am 6w 4d pregnant ultrasound showed no heartbeat the size of the fetus is right and hcg levels are over 41000 i have very light bleeding worried,sonogram  pregnancy  female health
919915,after iud copper i am having yeast infection repeatedly have been taking duflocan twice a week and infection cream external and internal,yeast infection  intrauterine device  yeast  copper  candida
920254,had mono bad at 16  last 5 yrs been weak  fatigued   high wbc could it be epstein barr  i am so tired of being sick  i want to get healthy  please,fatigue  infectious diseases  lethargy  infectious mononucleosis  epstein barr virus  chronic fatigue syndrome  mono  chronic fatigue  quality of life  white blood cell
920447,what does altered marrow signal in distal femur and proximal tibia accompanied with hemosiderin deposition  thickened synovium in mri left knee mean,synovitis  inflammation  pigment  synovectomy  biopsy  synovium  mri  magnetic resonance imaging
920513,my left breast near my armpit is sore to touch with lumps no fever  redness or flu symptoms is it mastitis i breastfeed,fever  fl  tender swollen lump in breast  mastitis  tactile  antibiotic  lactate  female health  breastfeeding
920630,heyam having a rash all over my stomache and its itchy little red bumps can it be herpes only my stomach,herpes  skin rash  rash  rash all over  red bumps  dermatology  plaque
920702,boobs sore as if i pulled a muscle  cramps on one side of pelvis for 4 days period to come in a week an a half,muscle strain  breast pain  ovulation  hormone  obstetrics and gynecology  female health  estrogen  progesterone  rupture  muscle cramps
