question_id,question_content,question_tags
1408382,could swollen gland on left side of throat over a month be caused by anything other than the tooth infection on back left lower molar that was removed,periodontitis
1408919,hi doc my wife had ist iui on 15july  on 16 there was a white discharge now she is having breast tendernessare these sign of pregnency or something,breast tenderness  iui  intrauterine insemination  pregnancy
1408923,top right wisdom tooth coming in but its all sideways onfacing out major headaches and dizziness could this be my prob all along had spells for 3 yrs,dizziness  headache  dealing with wisdom teeth  vertigo
1409319,can i use creme for surgery spots against spots for my child 5 years old he has done hydrocele surgery,hydrocele  surgery  children
1409346,mucocele small  clear  somewhat flat  non painful sore inside cheek when massaged jaw muscle  jelly consistancy salty goop came out of sore,mucocele  massage
1409439,i just got diagnosed with uterine fibroids and i am 37 no kids  had miscarriage 4 yrs ago and the dr told me to do open myomectomy surgery,pregnancy loss  uterine fibroids  spontaneous abortion  surgery  myomectomy  fibroid  children
1409493,having severe cramps and sharp pain in llq of abdomen radiating to back nausea vomiting bloating had hysterectomy 1 yr ago pain is 9 10 low grade feve,vomiting  abdominal bloating  nausea  hysterectomy  nausea and vomiting  emesis
1409649,left tonsil swollen itchy throat int for years many allergies if wheezing and take albuterol  tonsil subsides allergy  asthma  tonsil connection,asthma  wheezing  proventil  ventolin  itching throat  hyperventilating  allergies  albuterol
1410135,i had sex w condom and im having really bad cramps   bleeding    nausea   my head hurts and sore breast  also im bleeding really red blood,headache  nausea  breast pain  condoms  sex
1410585,seen 2 dentists wont pull tooth cause of swelling  antibiotics wont rid peridontal abscess now tooth is starting to wiggle do they have to pull in now,abscess  antibiotic
1410849,i have diabetes so i know that i can get yeast infections easily but my vagina is sore all the time  little brown mushy particles around solutions,yeast infection  diabetes type 2  diabetes  yeast  candida
1410929,what does a doctor do to manipulate a knee after surgery when the range of motion isnt where its supposed to be,surgery
1410933,7 years ago i had a tubal ligation  y last period ended july5 its july 20 i got it again its early  my breast r sore could i be preg homtest say n,tubal ligation  menstrual cycle
1411341,8mm of gap in femur grafting surgery done from anterior spine on 26614  8 month old fracture how much time will it take to heal estimation please,broken bone  graft  surgery
1411436,i have an enlarged uterus  18cms  multiple fibroids  largest 7cms  is hysterectomy my only option  as my doctor seems to think,uterine fibroids
1411757,severe middle back pain   sudden diarrhea  nausea  dizziness,back pain  diarrhea  nausea  dizziness  loose stools  pain in the back  vertigo
1411813,10 days post ovulation via hcg shot breasts sore and bloated and tired hcg or pregnant also having small cramps,ovulation  pregnancy
1412030,small hard lump on elbow that does not move is apparent when elbow is bent  not felt when arm is straightened causes pain,
1412231,itchy rash started on neck back legs and stomach that mostly gone in few hours rash has moved to breasts and arms and still on back,skin rash  rash  itchy rash
1412312,i am prescribed celexa 40mg   tramadol 100 mg tid isnt there a caution for serotonin syndrome,fever  shock  hypertension
1412576,i want to know if this is just my menstrual cycle or no i spotted light blood 3 days ago and last night i have mild cramps and itchy and sore vagina,
1412937,i accidentally nicked off a newer mole grew back a small pink bump do basal cell growths usually have hair growing out of them,moles  basal cell
1412939,16 days late  severe cramps  moodiness three negative pregnancy tests er dr said no signs of any infections or abnormalities what could be wrong,mood changes  pregnancy
1413128,breast is tender when you pok them and pressure in the top of my chest could it be depression did ekg and chest x ray  smoke a i drink,depression  electrocardiogram  xray of chest
1414042,what do you suggest if my face but nothing was helping been so i started putting hydrocortisone cream and taking benadryl help,topical steroid  synacort  hytone  hydrocortisone cream  hydrocortisone  hycort  diphenhydramine  dermolate  cortizone  cortef
1414239,i have been getting a lot of moles lately soon ill be going to the doctor to see if i have melanoma how do they check,moles  skin cancer  melanoma
1415377,what happens if a patient is feeling dizzy  has a heart rate of 140  why is it important to check their blood pressure,dizziness  heart rate  blood pressure
1415899,what do you suggest if my doctor told me to insert plain full fat yogurt into my vagina to fight a yeast infection  does this work,yeast infection  yeast  candida
1418147,help docs  is having an mri test done on my knee bad while im pregnant,pregnancy  mri  magnetic resonance imaging
1418370,what do you suggest if my heart feels weird after taking a blood pressure medicine,blood pressure medicine  blood pressure
1419553,what do you suggest if my neck to my shoulder is swelling and i have two lumps on either side of my collar bone the aera is sore,
1419594,i had a tubal ligation 2in half years ago i am now having tingling in my breast slightly sore nausea throughout the day and light cramping am i pregn,nausea  tingling  pregnancy  tubal ligation
1419612,i have a spot bump on my scalp that is red and has yellow skin colored flaky skin around it that itches  i can scratch off what is is cures,yellow skin  jaundice  flaky skin
1420184,bwc case contusion sprain knee approved surgeon says surgery he tried to add chondromalacia but  was denied have mucoid dengeneration also on mri,sprains and strains  sprain  surgery  mri  magnetic resonance imaging  chondromalacia
1420491,i get really sharp pains in the middle of my chest between my breasts when i yawn or take a really deep breath any ideas,yawning
1420770,i have been doing diarrhea a lot and a i have a lot of gas like farting and burping i also threw up the day before last night i had stomach cramps,stomach cramps  loose stools  flatulence  diarrhea  belching
1421056,area around vagina  outer labia  is very itchy  dry no discharge or smell not yeast infection  had before  know what the symptoms are whats wrong,yeast infection  yeast  severe itching  candida
1421062,i have anechoic cystic mass measures about 33mm in left ovary and i am pregnant of 3 months will it be problem during my delivery time,pregnancy
1421075,persistant sore throat for 6 months and blood from throat and nose could this be symptoms of throat cancer no lump like feeling in neck only pain,throat pain  sore throat  cancer  throat cancer
1421077,does a vaginal yeast infection cream help herpes or makes the itching better how about an anti itch cream like vagisil,herpes  yeast
1421245,how sensitive is a cardiac mra scan in comparison to an angiogram in a slightly over weight 22 year old female with chest pain,overweight  chest pain  chest pressure  chest tightness  angina  angiogram
1421687,on period nausea  jittery no appetite pain in lower right ab no fever sweating palms and feeling warm small headache at back of head,perspiration  nausea  appetite  fever  headache  feeling unusually warm
1421736,i have a painful centercide or mosquitto bite on my leg can i take prednisone 20mg and augmentin 1g together can i add chlorphenamine tablets too,prednisone  liquid pred  deltasone  augmentin  amoxicillin and clavulanate
1421986,ectopic preg seen between l ovary  uterus  was led to believe its in fallopian tube but now they say its unspecified its in fallopian t or not,ectopic pregnancy
1422246,help  how caaan i prevent this horribleee rash out of my face after razor job please is bad and itchy or it is a sign std or other disease profile pic,std  skin rash  sexually transmitted infections  sexually transmitted diseases  rash
1422247,itchy slightly burning rash on my arms  hands  fingers  legs and scrotum  its not raised  but is slightly red no distinct shape no meds or allergy,skin rash  rash  hypersensitivity  allergies
1422459,im a 16 year old female  about a month ago a cyst ruptured on my right ovary but now for about a week pain is back and nothing helps what do i do,rupture
1422507,i am experiencing itchy pinkish bald spots on my scalp that are very sore and tender  red itchy pimple like bumps on my scalp i continue to lose hair,pimples  baldness  fungus  bald spots
1422613,sore breastswith lumps getting a mammogram done today cramping  period was 8 days late and now im only spotting negative pregnancy test help,breast pain  pregnancy  mammogram  pregnancy test
1422616,i feel leg cramps and knee painand a tingling sensation on my left buttockswhat is itthanks,knee pain  legs cramping  tingling
1422695,dr i was active on my fertile days af due in 3 days have back  and head aches today noticed a yellow spot not dischargeearly pregnancy,headache  pregnancy  fertility
1422963,2mnths miss period and period like cramp with thick white creamy discharge and both hcg and hpt negative plz what can be wrong give birth 8 mnths,home pregnancy test  creamy discharge
1423038,mri on thumb for pain said it was old avulsion injury doc said only option: strengthen or surgery cortisone didnt help and very painful thoughs,surgery  mri  magnetic resonance imaging  cortizone  cortisone
1423257,i tested and have a cyclic citrullinated peptide ccp ab igg >250 units and ra latex turbid 1707 iu ml and ana direct negative what r results,rheumatoid arthritis  ra  latex  ana
1423453,every time i eat or drink anything i get abdominal pain  then i have diarrhea or vomit with in 5 minutes   i cant vomit bending i have to be upright,vomiting  loose stools  abdominal pain  abdominal discomfort  diarrhea  belly pain  emesis
1423535,i get sporadic pins and needles in my hand  legs and heels of my feet and lasts for around 5min everyday and reason why i live in south africa,paresthesia
1423737,is there a link between herpes simplex virus that causes a herpetic whitlow and the chicken pox virus,
1423838,sclerosis of sacroiliac joint what is this i have had chronic constipation rectal painribbon like stools and bloating,constipation  abdominal bloating  rectal pain  feces  sclerosis
1423866,swollen and sore breasts for about a week nowseveral pregnancy test all negative  period is 2 weeks away what can be the cause,breast pain  pregnancy  pregnancy test
1423886,mucoid degeneration on the knee what is it exactly and could it be caused by sudden impact fell 2 14 and it was on mri in march,mri  magnetic resonance imaging
1424069,very small round light brown bumps on breasts and small dark spots on nipple some been there for months about 8 total so far  not pregnant,pregnancy
1424274,im 16  irregular periods on day 20 and im getting cramps and pain in lower back pelvis  not sexually active so  not pregnant what could it be,dysmenorrhea  irregular periods  pregnancy
1424342,i am having tender breasts i am on depoprovera and had sex back in early may i took plan b and 3 pregnancy tests all negative mayjuly could i be preg,breast tenderness  pregnancy  levonorgestrel  sex
1424794,rubbed common wart on penis on accident washed with soap and water will i get genital warts im so scared,warts  verruca  hpv  genital warts
1425016,gf has been very sick w  cough  sore red throat w  sores   fever now the pain is going into her chest  she cant breathe or swallow what is wrong,fever  cough
1425199,infected tooth almost down to the bone removed 3 weeks ago back molar still swollen gland under jaw 3 diff anti biotics not responsive no other sympto,molar tooth  antibiotic
1425393,how long does it take enterovirus to run its course vomiting  diarrhea yesterday  fever started last night  now sore throatno spots  congestion,vomiting  throat pain  sore throat  fever  loose stools  diarrhea  emesis  running
1425746,i have been extremely dizzy for the past week  made worse when moving at all  and rest does not help diarrhea  upset stomach  nausea  headaches,dizziness  managing vertigo  dizziness
1426205,what can i use for this itchy red rash underneath both of my breasts im really big breasted and they sweat and cause this irritation,yeast infection  skin rash  rash  perspiration
1426532,knee cap tingling burning bottom of foot along with sore thighs could this be a dvt,tingling  blood clot in leg  deep venous thrombosis
1426534,i have exposed with sexual intercourse  after 35th day i had rna test of hiv its negative  my lymp count is 402040 and mono is 228 tell me risk,mono  human immunodeficiency virus  sexual intercourse  rna  hiv
1426894,35 weeks ago i had unprotected sex took morning after pill  2 negative tests  period for one day then brown discharge does this mean i am pregnant,morning after pill  pregnancy  sex  emergency contraception
1426914,when i stand feels like my femur is pushing down hard on the tibia + tight the feeling is behind the knee cap itself and both sides osteoarthritis,osteoarthritis
1427179,i want a hematologist opinion please why wud there be a m spike when proteins albumin globulins ag ratio are in good ranges pls kindly let me knwplsl,multiple myeloma  monoclonal gammopathy of undetermined significance  immunoglobulin profile  immunoglobulin
1427215,pain in collar bone around + to  back of shoulder blade slightly in side of breast tissuecan move arm fine  but tender to touch reason for concern,tactile
1427236,stomach virus over a wk pain left side neck under jaw not eust tube hydrated  no temp  nausea  cramps  fatigue  low appetite  heartburn  burping,indigestion  heartburn  belching  appetite  nausea  fever  gastroenteritis  stuffed nose  stomach fl  earache
1427362,i got stung by a wasp on my finger yesterday it only swelled a little today its swollen even worse what to do,
1427499,tested for hiv chlamydia gonnorhea syphilis all negativedoctor did not test for herpes because of no symptoms should i just move on with sex life,asymptomatic  herpes  gonorrhea  human immunodeficiency virus  chlamydia infection  syphilis  sexual intercourse  chlamydia trachomatis   sex  hiv test
1427571,my hands are itchy and burning on palms thought it was hand foot and mouth  my son has it right now i dont have bumps just started erythromycin,pce  ilotycin  erythromycin  eryderm  eryc delayed release  uchildrens health  ak mycin
1427695,im feeling flutters in my lower belly and a strong pulse plus i experience headaches more often i am always sleep tired in nausea vomiting,vomiting  headache  nausea  nausea and vomiting  sleep  emesis
1427758,i want a hematologist opinion pls tel me why n how is there a m spike when protein albumin globulin ag ratio all are in good range,protein  albumin
1427978,chest tightness pain in the back pain in the upper part of my legs just above my knees noshes tired just not feeling good over all,back pain  chest pain  chest tightness  feeling good  pain in the back
1428219,my tonsils are red and swollen so are my adenoids and soft palate i have a migraine  stuffy nose  a bad cough  nausea and loud trouble breathing,stuffed nose  nausea  cough  migraine headaches  migraine  difficulty breathing  palate
1428254,my son has resently started to use ritalin we had to stop his asthma treatment singulair and alacet  what alergergy treatment can we use,asthma  montelukast  ritalin  methylphenidate  uchildrens health  singulair
1428466,what causes a popping sensation on the left side of my chest and sternumno painalmost feels like when you crack your neck pcp says heart ok,
1428698,m 35 yr oldive multiple cysts in both of my breastsi get my u s breast done every 2nd yris only us enoughstrong f m history of diff types of cancers,breast cyst needle drainage
1428908,face tingling around eyes and nose accompanied by neck pain pain is worse when lying down ct and mri of head came back finewhat could be causing it,neck pain  tingling  mri of brain  mri of head  mri  magnetic resonance imaging  computed tomography
1428932,i had an abortion june 3 2014 i still have not got my period but i been sexual active lately and now im cramping but no period what does that mean,missed period  menstrual period  menstrual cycle  abortion
1429380,what is the best way to treat and prevent a reoccurring male yeast infection i get them randomly but also after sex  but my partner doesnt have one,yeast infection  yeast  sex  candida
1429420,rephrasing last questionwaking mid night witha fast heartrate for wksnothing over 100bpmekg stres echo holt were normwhat else could cause thisbe,stress  heart rate  electrocardiogram  echo
1429458,diagnosed with kidney stone told fr my primary care physician to drink a lot of water and take pain medication  how long should i do this  months,pain medicine  pain medication
1429465,no period in 3 months had sex after first missed period two negative pregnancy tests taken over a month after sex 2 yeast infections since,yeast infection  missed period  sex  pregnancy  yeast  candida
1429777,am i pregnant period lasted two days normal period 45 days every 29 days period light and watery discharge breast tender from ovalation until now,menses  ovulation  menstrual period  pregnancy
1429833,did i fracture or jam my middle finger under knuckle  it is swollen and has pain it is not bruised but on the side there is a bump that is red,broken bone
1429902,i missed my period for 6 weeks and did a hpt negativei am now 8 weeks late havent checked sincenausea  indigestion  fatigue  boobs hurt pregnant,stomach upset  indigestion  nausea  heartburn  lethargy  pregnancy  menstrual period  home pregnancy test  menstrual cycle
1430307,i sprayed my weeds i inhaled the bleach and no i have shortness of breath  burning throat  and chest and back pain,back pain  breathlessness  pain in the back
1430490,6 23 last men 2wks no per sore breast crampsback cramps pee alot clear milky dischage norm 25day cycle 2 neg hpt nausea tired what could this be,nausea  breast pain  urination  micturition  home pregnancy test  urine
1430720,i have spinal stenosis had a total decompression operation in 2007 l5 s1canal is narrowing again should i try interthecal  steroid shots,spinal stenosis  steroids  surgery  decompression
1430864,i have never had a reg period three days ago i started w  brown discharge breast soreness and lower left back paintoday i have slight red discharge,back pain  breast pain  pain in the back
1431002,what does it mean if a doctor tightened my acl and scraped out alot of ruff tissue in my knee during an arthroscopy and bone softening side effects,arthroscopy  arthroscopic surgery
1431124,i had lab work done and non reactive came up on the hiv testive only had sexual intercourse with my wife of 7 yearsdo i need to get tested again,human immunodeficiency virus  sexual intercourse  hiv test  hiv
1431318,chest pressure like someone sitting on me  choking throat feeling almost hard to breathe whats wrong i have gad but no current anxious thoughts,nervousness  chest pain  generalized anxiety disorder  chest pressure  choking  difficulty breathing
1431569,migraine nausea dizziness little blood  in urine cramping in stomach diariah sensitive to smells general feeling  of tired whats wrong 6 days,nausea  dizziness  diarrhea  migraine headaches  blood in urine  urine looks like blood  migraine  urine  urinary bleeding  vertigo
1431613,i am 10 dpo my period is due in 4 days a serum hcg test is negative i know it is detected in blood sooner than urine can i rule out pregnancy,urine  pregnancy test  pregnancy  menstrual period  menstrual cycle
1431899,i had protected sex on 7 27 and 7 28 and its now 7 31 and im having cramps and tender breast  my period is supposed to be coming  can i be pregnant,emergency contraception  sex  pregnancy  menstrual period  menstrual cycle
1432037,migraine like headache  fever  flu like body aches  nausea  rash that comes and goes on arm and a stiff neck what could it be,headache  skin rash  rash  fl  fever  nausea  migraine headaches  stiff neck  migraine  body aches
1432348,16 days past ovulation no period and have a watery cervical mucus or discharge what is going on can that be a pregnancy symptom,ovulation  pregnancy
1432396,taking xanax for anxiety my heart keeps racing and im having a lot of pressure in my chest only took three in two days what do i do,feeling anxious  xanax  anxiety  alprazolam
1432594,have painful urination  did urine test for infection  ultrasound of bladder and kidneys  blood test  crp  cbc  etc   and normal what could this b,pain on urination  painful urination  urine  sonogram  urination  ultrasound of bladder  micturition  complete blood count  cbc  c reactive protein
1432685,pain behind right eye and on movement now gone after 3 months with blurred vision pins   needles hands  feet constant fatigue possibly ms,blurry vision  multiple sclerosis  hazy vision  lethargy  irritated eyes  vision
1433408,blood in urine  ct normal  blood work normal  no pain while going but a constant urge to go also doc unsure about uti also abdominal pain,abdominal discomfort  abdominal pain  urinary tract infections  urine looks like blood  blood in urine  belly pain  urinary bleeding  urine  computed tomography
1433426,woke up with swollen back of throat top and middle hard to swallow  clear throat  mouth breather dont feel sick how can i make this go away,difficulty swallowing
1433639,sis s pregnanthsv1 igg ve igm +veprimary infectiondoc diag hsv1 in lips not genitaldoes igm cross placentais der any chance to hve healthybaby,herpes simplex 1  placenta  immunoglobulin m  pregnancy
1433689,blood in urine then passed sac 4 weeks later with white tissue took hcg blood test 3 weeks later and was negative was this a miscarriage,pregnancy loss  urine looks like blood  blood in urine  spontaneous abortion  urine  urinary bleeding
1433757,i take 20 mg celexa for anxiety i want to quite smoking and someone suggested that i change to wellbutrin it will help me to quite is this true,feeling anxious  smoking  wellbutrin  quit smoking  citalopram  celexa  bupropion  anxiety
1434327,im 17  sexually active and im 5 days late on my period i have no symptoms but ive been having lots of lotion like discharge  could i be pregnant,asymptomatic  menstrual period  menstrual cycle  pregnancy
1434450,i get headaches about twice a week  migraines every few weeks dizzy spells  tremor  fatigue can easily sleep 12hrs each night should i be worried,tremor  headache  dizziness  shakes  migraine  lethargy  sleep
1434680,i have sore throat  sneezing  runny nose   block nose  i had an headache before its really annoying cant sleep i also had jaw surgery 3 weeks ago,rhinitis  headache  sore throat  throat pain  blocked nose  sleep  jaw surgery  surgery  runny nose
1435374,ampullary cancer  spread to liver right after whipple chemo for 7 months and continuing lost 50 lbs prognosis can i skip a treatment to vacation,cancer  chemotherapy
1435540,what could be the cause of my shortness of breath had for 2 months started from a sore throat chest xray clear had prednisone a inhaler didnt help,sore throat  breathlessness  prednisone  inhaler  xray of chest
1435763,my 18 year old daughter was stung by a wasp two days ago  the sting site her elbow is very red and swollen  does anyone have any recommendations,
1435809,chest shoulder collar bone and breast bone pain and bellowno heart issueworsen when bending and movementwhich specialist should i go,bone pain
1436278,mri of knee shows oblique tear posterior horn medial meniscus  lateral patellar plica and minimal synovial knee effusion will i need surgery or,surgery  mri  magnetic resonance imaging
1436409,getting electric shocks in my spine  dizziness  memory loss and pins and needles in hands   quite worried any ideas,dizziness  shock  paresthesia  amnesia  memory loss  memory  vertigo
1436635,i get streaks of light in my peripheral vision b 4  during  and after migraines at times i get lights no headache seen eye doc did all tests no prob,headache  migraine  peripheral vision  vision
1436976,all of a sudden both of my feet swelled up  began to itch and burn the itching and burning goes up the legs to the knees no redness didnt walk a l,foot swelling  burns
1437371,ha np = tension headaches no pain in back of head or feeling of rubber band on 4head symptoms nasal pain  congestion  facial pressure  ear pain sinus,earache  stress headache  headache  facials  tension headache
1437379,been having sore breast  butterflies in stomach  nausea   lower back pain  but i have an iud and dont have a period could i still be pregnant,
1437395,chest cramp on left side unsure if its heart stingy neck pains randomly ekg  xray  heart enzymes all were good 2 weeks ago heart issue,electrocardiogram
1437455,is it possible that i can be pregnant june 7th was the last time i had sexual intercourse i missed my period 2months now  i have a little symptoms,sexual intercourse  pregnancy  menstrual period  menstrual cycle
1437768,a child i babysit came down with hand  foot  mouth virus  will lysol wipes kill this virus what is the best prevention,hand foot mouth disease  virus  children
1437799,mild  lower abdominal cramps for 4 weeks  mood swings  lathargic and had period week ago negative pregnancy test what could this be please,stomach cramps  mood changes  mood swings  emotional instability  pregnancy test  mood  pregnancy
1437801,is there any benefit from using otravin nasal spray and fluticasone to alleviate nasal turbinates hypertrophy,nasal spray  fluticasone
1438111,had tingling sensation then blood in urine neg uti passed sac 4 wks later took neg hcg blood test 3 weeks later did i miscarry,urinary tract infections  urine looks like blood  blood in urine  tingling  urinary bleeding  urine
1438225,tingling sensation then blood in urine passed sac 4 weeks later with white tissue took hcg blood test 3 weeks after was neg did i miscarry,urine looks like blood  tingling  blood in urine  urine  urinary bleeding
1438247,nerve blocking shot in neck today 2 hr later i get severe pain in foot leg hip buttocks back on one side weakness minfunction should i go to the er,nerve
1438562,lower abdominal pain when bowel movement is trying to be passed those muscles hurt constant stomach gurgling diarrhea tightness in upper abdomen,abdominal discomfort  abdominal pain  loose stools  diarrhea  lower abdominal pain  belly pain  bowel  bowel movement  intestine  lower belly pain
1438797,tingling sensation in lower abdomen+blood in urine 4wks later passed half dollar size sac w  white tissue neg hcg blood test 3 wks later miscarriage,pregnancy loss  tingling  blood in urine  urine looks like blood  spontaneous abortion  urine  urinary bleeding
1439071,i have feel pain in my chest  my alll test of heart is fine ecg ett and echowhat is issue,electrocardiogram  echo
1439103,skin has started peeling from right hand recently got over week long virus also took antibiotics for a uti could those have affected it also how d,dermatitis  urinary tract infections  peeling skin  stevens johnson syndrome  virus  antibiotic
1439133,endometriosis  depoprovera every 4 weeks before shot i had unprotected sex  nausea  bleeding and sore nipples with sharp pelvic painshould in worry,nausea  endometriosis  pelvic pain  sore nipples  sex
1439717,i have two pimple like bumps on my vagina one of them has a darker color to it the bump seem to change size big and tender to small almost not there,pimples  bartholin cyst
1439755,can someone confirm that twitches in the tongue is normal and not a sign of als myokymia have clesn emg of tongue,muscle twitching  amyotrophic lateral sclerosis  twitching  myokymia  electromyography  neurology
1439799,if i feel over heated and my body is pulsing throbbing could my blood pressure be really high already in hospital for hbp for pregnancy,pregnancy  hypertension  hypertension  blood pressure
143998,is diarrhea always more of a symptom of inflammatory bowel disease or can constipation be the main symptom,constipation  loose stools  diarrhea  fever  colitis  dysentery  tenesmus  inflammatory bowel disease  ulcerative colitis  losing weight
1440004,im 31 years old and had my mirena removed on april 27th weve been trying to get pregnant how long does it take for my body to get back to normal,pregnancy  mirena
1440394,my boyfriend has kidney stone pain but when he went to the hospital they said it was nothing,
1440467,neck pain and face tingling spasms sometimes arm hand tingling mri and ct of head brainboth fine problem occurs mostly during long computer hours e,neck pain  tingling  magnetic resonance imaging  mri  hand tingling  ct of head  computed tomography
1440470,my feet and hands a continuously itchy,
1440546,can an ultrasound substitute pelvic exams i have a phobia of pelvic exams becz of previous sexual abuse,sexual abuse  phobia  sonogram  pelvic exam
1440579,was stung by wasp yesterday in my forehead had allergic reaction took benadryl and shot of steroids but have high fever today,fever  high fever  allergic reaction  diphenhydramine  benadryl  allergies  steroids
1441485,when i press on my left ovary i feel something hardim 6 days late ive had an ovarian cyst b4 but it hurt when i pressed it nd now it doesnt cyst or can i be pregnant i have preg symptoms  and missed period it only hurts when my bladder is full,missed period  ovarian cyst  pregnancy  diflucan  fluconazole  bladder
1441504,having chest pains and vomiting had an ekg  cbc  and d dimer done last week and come back normal echo done last year and was normal heart attack,vomiting  chest pain  heart attack  myocardial infarction  cardiac arrest  electrocardiogram  d dimer  complete blood count  emesis  cbc
1441555,chest pain and vomiting since yesterday  ekg  d dimer and cbc done last week camme back normal had normal echo a year ago scared its heart attack,vomiting  chest pain  heart attack  cardiac arrest  myocardial infarction  chest pressure  chest tightness  angina  complete blood count  echo
1441557,had a red pimple like bump on vagina lip painless had a white tip looks like it popped on its on and now a scab its a little sore now,pimples
1441631,i was told that i have a kidney stone was kept in hospital for observation moderate pain in upper left abdoman not much change when will it pass,
1441655,i have indigestion and achy chest norm stress test and ekg last year i get sharp pain in the mid sternum too worried,indigestion  heartburn  stress test  electrocardiogram
1441661,normekg stress echo holter blood workage28 with no fam histnon smokerdoctor says heart is fine but i still have chest pressure heart other cause,chest pain  stress  heart problems  chest pressure  holter monitor  d dimer  complete blood count  echo  cbc  stress echocardiography
1441666,when you insert the monistat ball into your vagina is it supposed to hurt cuase its kinda irritating me and it hurts,
1441906,shiny  large painful bump on labia majora that popped w  blood and pus feels like a large ball mass underneath,pus
1441980,i have pain underneath my shoulder blade  neck pain  crunching in my jaw and popping in my ears when i swallow  are these related,neck pain
1442118,i have rhinitisno environmental allergies  no deviated septum   no sleep apneanormal weightwant to stop snoring allegra helps need long term soln,rhinitis  snoring  environmental allergies  deviated nasal septum  sleep apnea  hypersensitivity  apnea  environmental allergies  fexofenadine  sleep
1442283,does lupus take months to diagnose waiting for ana c3 c4 and am concerned esr norm lupus is scary but im ready to find a solution to my pain,systemic lupus erythematosus  esr  ana
1442439,tight chest cant breathe for months now and waking up with left arm pain  it not heart i am 27 what else  also feel weak and night sweats,arm pain  night sweats  sweating at night
1443148,knee replacement injury stepping down steps on porch pain weakness in joint and surrounding muscles second injury in two months,knee replacement
1443486,dont know if i have yeast or candida yeast infection taking monistat n probiotics should i go on candida diet just in case,yeast infection  probiotic  yeast  diet  candida
1443757,left ovary pain fatigue always tired severe cramps nausea vomiting had hysterectomy possible pregnancy,vomiting  nausea  lethargy  hysterectomy  nausea and vomiting  pregnancy  emesis
1443970,ive been having tightness in my throat like if someone was choking me  and my endocrinologist did an ultrasound and its fine could it be allergies,hypersensitivity  choking  sonogram  allergies
1443985,i have osgood schlatter what are some things i can do to help out my knee,osgood schlatter disease
1444261,can a hsv outbreak last for 3 month i have itchy burning bumps around mouth that seem to have spread to the nose  cheeks and neck but dr says acne,acne  pimples  facial pimples  hsv
1444385,i have bumps over my areola could i be pregnant breast are swollen i am 2 days away from period but no signs of period had miscarriage 2 months ago,pregnancy loss  spontaneous abortion  pregnancy
1444459,cholesterol 218:   age 61 post menopausal female  ldl:  78 hdl 127  walk 58 miles daily  should i be concerned   dont smoke drink  thanks,menopause  ldl  hdl
1444803,what kind of hyster is it when they just take your uterus and cervix and leave your ovaries and tubes,hysterectomy  laparoscopic surgery  laparotomy  vaginal hysterectomy  total abdominal hysterectomy
1444825,i have painful urination  pelvic pain  abnormal vaginal discharge for over 6 weeks  stds neg and cultures normal treated for bv and yeast what now,sexually transmitted diseases  bacterial infection of the vagina  abnormal vaginal discharge  vaginal discharge  pelvic pain  pain on urination  painful urination  micturition  candida  urination
1445218,have pain in left leg for a month negative d dimer and ultrasound but now a charley horse knot feeling woke me up and wont go away could it be dvt,blood clot in leg  deep venous thrombosis  d dimer  charley horse  sonogram
1445315,calf cramp and knot feeling that wont go away neg ddimer and ultrasound from knee to groin almost 2 weeks ago traveled on bus 17hrs could be dvt,blood clot in leg  deep venous thrombosis  sonogram  travel
1445582,what is als weakness my rt arm feels heavy but im not sure if its in my mind because im worried  getting muscle twitches that jump around random,muscle twitches  amyotrophic lateral sclerosis  jumping
1445608,do muscle twitches start before weakness in als muscle twitches for past 12 daysarm feels weird and thats arm w twitches but twitches other places,muscle twitches  amyotrophic lateral sclerosis
1445640,is fatty liver the first step nearing cirrhosis  would it be like fatty liver hep c then cirrhosis   if you drink heavy every day for 10 year,hepatitis c  fatty liver  cirrhosis of the liver  hep c
1445666,30yrold female with bmi 25 4 months postpartum ldl level140  hdl 46 total cholesterol 206 is this a concern what should it be to be very healthy,recently gave birth  intraventricular hemorrhage  total cholesterol  cholesterol test  blood lipoproteins  lipoprotein  ldl  hdl  body mass index  bmi
1445907,my left elbow is slightly swollen and its hard to move flex my elbow due to the throbbing pain theres also a small bump of pus how do i treat this,pus
1446015,last period 25 07 today right breast is sore  cant stand the taste of things i enjoy  fatigue  lower cramps pregnant or not,lethargy  menstrual cycle  pregnancy
1446042,lost virginity 3 days ago  on birth control stuck tip in only a inch eith precum i think diagnosed with uti lower stomach pain  breast tenderness,urinary tract infections  stomach pain  stomach discomfort  breast tenderness  gastrointestinal pain  contraception  birth control
1446080,i have a bump on my buttock upper thigh  cauliflower started as itchy now it is irritated  tight this is unlike my hsv i and ii or molluscum,molluscum contagiosum  hsv
1446152,scans showed cysts in breast and focal fibrocystic change is fibrocystic change linked to breast cancer in anyway breasts arent painful or tender,breast cancer  breast carcinoma  cancer
1446250,pain behind knee cap bulging foot veins leg hurts when pressure applied cramping in calf and thigh neg ddimer and ultrasound  what could it be,knee pain  sonogram
1446266,on 112mcg of levothyroxine for hypothyroid yearly blood results t4 free was 129 and tsh was 69 how much should dr adjust my meds when to retest,hypothyroidism  thyroid stimulating hormone  levothyroxine  thyroxine
1446359,pain bottom of foot calf and thigh cramping knotting that wont go away could this be blood clot i had a neg ultrasound knee to groin,sonogram
